x,y,z,hemisphere,network,network_id,image,mdsx,mdsy,color
-12.86,-79.22,-10.88,L,Second-Visual,2,roi255.png,-56.508,-12.365,#393FAC
-23.52,-79.28,28,L,Second-Visual,2,roi131.png,-60.148,-22.75,#393FAC
-2.31,-79.71,29.06,L,Second-Visual,2,roi261.png,-60.227,-1.529,#393FAC
-10.88,-81.37,40.56,L,Second-Visual,2,roi138.png,-63.052,-9.983,#393FAC
-37.04,-83.83,9.88,L,Second-Visual,2,roi157.png,-63.396,-36.301,#393FAC
-24.93,-83.85,19.74,L,Second-Visual,2,roi132.png,-64.016,-24.125,#393FAC
-33.95,-83.87,-13.97,L,Second-Visual,2,roi254.png,-61.311,-33.378,#393FAC
-5.99,-84.27,37.52,L,Second-Visual,2,roi134.png,-65.577,-5.057,#393FAC
-28.66,-90.08,12.52,L,Second-Visual,2,roi156.png,-69.675,-27.778,#393FAC
-5.85,-92.38,24.88,L,Second-Visual,2,roi258.png,-72.56,-4.841,#393FAC
-14.29,-95.41,23.32,L,Second-Visual,2,roi004.png,-75.618,-13.228,#393FAC
-6.09,-102.59,6.15,L,Second-Visual,2,roi244.png,-81.116,-5.004,#393FAC
-5.41,-60.82,7.1,L,First-Visual-V1,4,roi259.png,-39.579,-5.164,#00f700
-8.43,-74.15,10.75,L,First-Visual-V1,4,roi257.png,-53.235,-7.888,#00f700
-5.65,-80.18,17.54,L,First-Visual-V1,4,roi260.png,-59.77,-4.939,#00f700
-3.2,-91.68,2.41,L,First-Visual-V1,4,roi246.png,-69.866,-2.362,#00f700
-15.05,-91.78,-9.95,L,First-Visual-V1,4,roi253.png,-69.144,-14.294,#00f700
-25.72,-91.86,-3.45,L,First-Visual-V1,4,roi250.png,-70.007,-24.914,#00f700
-6.31,-94.48,-16.38,L,First-Visual-V1,4,roi247.png,-71.097,-5.546,#00f700
-1.66,-96.18,6.37,L,First-Visual-V1,4,roi256.png,-74.658,-0.704,#00f700
-25.49,-100.05,-4.42,L,First-Visual-V1,4,roi251.png,-78.076,-24.525,#00f700
-16.23,-100.96,-13.14,L,First-Visual-V1,4,roi252.png,-78.037,-15.31,#00f700
-14.13,-102.86,0.16,L,First-Visual-V1,4,roi248.png,-81.035,-13.079,#00f700
-4.66,-103.12,-10.05,L,First-Visual-V1,4,roi245.png,-80.215,-3.677,#00f700
-18.8,-5.48,56.98,L,Somatomotor,10,roi069.png,10.955,-19.324,#00ffff
-46.02,-8.76,47.08,L,Somatomotor,10,roi057.png,7.977,-46.54,#00ffff
-15.62,-10.21,62.92,L,Somatomotor,10,roi042.png,5.796,-16.007,#00ffff
-49.73,-11.94,29.79,L,Somatomotor,10,roi077.png,6.226,-50.306,#00ffff
-59.1,-13,11.86,L,Somatomotor,10,roi174.png,6.524,-59.777,#00ffff
-13.44,-13.18,68.7,L,Somatomotor,10,roi041.png,2.384,-13.727,#00ffff
-8.89,-13.67,45.04,L,Somatomotor,10,roi022.png,4.034,-9.334,#00ffff
-55.52,-13.77,27.62,L,Somatomotor,10,roi078.png,4.47,-56.072,#00ffff
-3.72,-14.24,55.27,L,Somatomotor,10,roi051.png,2.69,-4.082,#00ffff
-37.97,-14.36,14.23,L,Somatomotor,10,roi117.png,5.404,-38.608,#00ffff
-22.21,-14.53,62,L,Somatomotor,10,roi068.png,1.436,-22.515,#00ffff
-38.61,-16.03,58.98,L,Somatomotor,10,roi064.png,-0.138,-38.902,#00ffff
-37.24,-17.11,38.12,L,Somatomotor,10,roi087.png,0.617,-37.656,#00ffff
-7.9,-17.26,67.14,L,Somatomotor,10,roi049.png,-1.43,-8.117,#00ffff
-51.78,-18.11,46.93,L,Somatomotor,10,roi079.png,-1.443,-52.111,#00ffff
-7.83,-20.79,72.25,L,Somatomotor,10,roi040.png,-5.386,-7.94,#00ffff
-4.82,-22.21,50.17,L,Somatomotor,10,roi050.png,-4.83,-5.056,#00ffff
-35.21,-22.4,48.02,L,Somatomotor,10,roi056.png,-5.466,-35.45,#00ffff
-43.11,-23.02,47.22,L,Somatomotor,10,roi086.png,-6.178,-43.341,#00ffff
-7.64,-23.2,60.92,L,Somatomotor,10,roi047.png,-6.804,-7.78,#00ffff
-14.97,-23.28,68.81,L,Somatomotor,10,roi065.png,-7.717,-15.052,#00ffff
-36.87,-23.65,16.61,L,Somatomotor,10,roi007.png,-4.032,-37.303,#00ffff
-24.41,-23.7,60.09,L,Somatomotor,10,roi055.png,-7.579,-24.542,#00ffff
-12.05,-24.75,44.62,L,Somatomotor,10,roi048.png,-7.031,-12.271,#00ffff
-43.1,-27.54,51.77,L,Somatomotor,10,roi085.png,-11.073,-43.208,#00ffff
-26.69,-28.15,59.4,L,Somatomotor,10,roi054.png,-11.999,-26.736,#00ffff
-6.36,-28.16,73.77,L,Somatomotor,10,roi046.png,-12.828,-6.31,#00ffff
-16.24,-28.75,67.57,L,Somatomotor,10,roi063.png,-13.085,-16.219,#00ffff
-34.02,-32.21,52.84,L,Somatomotor,10,roi084.png,-15.628,-34.028,#00ffff
-17.52,-32.63,70.66,L,Somatomotor,10,roi039.png,-17.243,-17.399,#00ffff
-24.66,-33.35,63.55,L,Somatomotor,10,roi053.png,-17.495,-24.572,#00ffff
-10.09,-34.62,70.36,L,Somatomotor,10,roi045.png,-19.045,-9.932,#00ffff
-27.53,-39.28,55.66,L,Somatomotor,10,roi072.png,-22.779,-27.377,#00ffff
-10.75,-39.52,56.08,L,Somatomotor,10,roi036.png,-22.706,-10.593,#00ffff
-11.05,-45.38,68.4,L,Somatomotor,10,roi038.png,-29.613,-10.688,#00ffff
-8.81,10.9,-9.43,L,Subcortical,14,roi627.png,33.214,-10.131,#94cd54
-14.36,10.19,8.91,L,Subcortical,14,roi622.png,30.807,-15.538,#94cd54
-26.47,0.75,-1.65,L,Subcortical,14,roi623.png,22.065,-27.527,#94cd54
-19.98,-2.33,-3.54,L,Subcortical,14,roi624.png,19.296,-20.99,#94cd54
-23.55,-4.17,-20.13,L,Subcortical,14,roi626.png,18.822,-24.637,#94cd54
-11.67,-17.2,5.62,L,Subcortical,14,roi621.png,3.866,-12.316,#94cd54
-24.29,-22.06,-14.01,L,Subcortical,14,roi625.png,0.459,-24.972,#94cd54
-52.95,-4.94,37.48,L,Second-Dorsal-Attention,6,roi002.png,12.467,-53.613,#d6add6
-29.39,-11.75,57.62,L,Second-Dorsal-Attention,6,roi067.png,4.434,-29.78,#d6add6
-55.65,-23.23,36.55,L,Second-Dorsal-Attention,6,roi080.png,-5.726,-55.948,#d6add6
-43.68,-29.59,37.85,L,Second-Dorsal-Attention,6,roi081.png,-11.925,-43.843,#d6add6
-35.3,-35.94,44.39,L,Second-Dorsal-Attention,6,roi083.png,-18.64,-35.291,#d6add6
-38.37,-36.84,52.25,L,Second-Dorsal-Attention,6,roi073.png,-20.28,-38.287,#d6add6
-37.06,-45.5,54.47,L,Second-Dorsal-Attention,6,roi155.png,-29.07,-36.787,#d6add6
-12.37,-71.28,47.35,L,Second-Dorsal-Attention,6,roi129.png,-53.62,-11.63,#d6add6
-34.38,29.48,27.34,L,First-Dorsal-Attention,5,roi293.png,48.013,-35.815,#c46b8b
-44.67,4.76,15.56,L,First-Dorsal-Attention,5,roi188.png,24.194,-45.684,#c46b8b
-48.87,-1.5,26.26,L,First-Dorsal-Attention,5,roi190.png,16.948,-49.682,#c46b8b
-56.07,-35.48,39.87,L,First-Dorsal-Attention,5,roi082.png,-18.223,-56.097,#c46b8b
-40.07,-41.6,45.6,L,First-Dorsal-Attention,5,roi074.png,-24.482,-39.937,#c46b8b
-33.28,-47.65,45.43,L,First-Dorsal-Attention,5,roi153.png,-30.352,-33.027,#c46b8b
-41.58,-60.37,-13.06,L,First-Dorsal-Attention,5,roi225.png,-38.141,-41.475,#c46b8b
-8.39,-71.05,55.45,L,First-Dorsal-Attention,5,roi128.png,-54.008,-7.599,#c46b8b
-16.61,-39.94,-12.67,L,Parieto-Occipital,13,roi016.png,-17.307,-16.922,#003eff
-27.52,-43.13,-8.93,L,Parieto-Occipital,13,roi220.png,-21.034,-27.739,#003eff
-6.42,-48.66,3.43,L,Parieto-Occipital,13,roi017.png,-27.171,-6.446,#003eff
-6.54,-55.84,15.88,L,Parieto-Occipital,13,roi011.png,-35.401,-6.333,#003eff
-17.57,-63.69,23.77,L,Parieto-Occipital,13,roi264.png,-44.131,-17.147,#003eff
-3.01,-66.78,20.1,L,Parieto-Occipital,13,roi262.png,-46.589,-2.553,#003eff
-41.28,-72.72,20.7,L,Parieto-Occipital,13,roi164.png,-53.353,-40.69,#003eff
-2.32,-20.53,38.79,L,Parietal-Episodic-Retrieval,12,roi021.png,-2.122,-2.67,#CC0066
-4.98,-20.64,32.16,L,Parietal-Episodic-Retrieval,12,roi030.png,-1.714,-5.373,#CC0066
-5.28,-35.86,26.75,L,Parietal-Episodic-Retrieval,12,roi009.png,-16.413,-5.403,#CC0066
-30.04,-48.97,37.45,L,Parietal-Episodic-Retrieval,12,roi150.png,-30.91,-29.817,#CC0066
-10.16,-63.11,35.63,L,Parietal-Episodic-Retrieval,12,roi143.png,-44.424,-9.668,#CC0066
-6.33,-67.24,43.16,L,Parietal-Episodic-Retrieval,12,roi139.png,-49.108,-5.702,#CC0066
-25.41,39.8,-9.43,L,Cingulo-opercular,9,roi205.png,61.655,-27.313,#fbfbda
-33.98,36.38,28.87,L,Cingulo-opercular,9,roi289.png,54.762,-35.544,#fbfbda
-42.61,35.7,9.12,L,Cingulo-opercular,9,roi112.png,55.611,-44.297,#fbfbda
-33.17,31.17,38.03,L,Cingulo-opercular,9,roi292.png,48.798,-34.565,#fbfbda
-10.69,23.05,28.19,L,Cingulo-opercular,9,roi033.png,42.027,-11.995,#fbfbda
-37.3,18.51,7.58,L,Cingulo-opercular,9,roi114.png,38.733,-38.65,#fbfbda
-52.22,17.44,25.76,L,Cingulo-opercular,9,roi184.png,35.786,-53.418,#fbfbda
-4.49,15.03,30.27,L,Cingulo-opercular,9,roi034.png,33.988,-5.619,#fbfbda
-8.1,6.79,37.44,L,Cingulo-opercular,9,roi024.png,25.086,-9.011,#fbfbda
-37.22,4.37,10.59,L,Cingulo-opercular,9,roi115.png,24.39,-38.263,#fbfbda
-51.11,4.11,-2.98,L,Cingulo-opercular,9,roi303.png,25.015,-52.239,#fbfbda
-26.11,3.4,-15.95,L,Cingulo-opercular,9,roi202.png,25.948,-27.321,#fbfbda
-59.03,0.42,19.17,L,Cingulo-opercular,9,roi168.png,19.261,-59.928,#fbfbda
-9.55,0.28,67.38,L,Cingulo-opercular,9,roi043.png,15.986,-10.12,#fbfbda
-36.84,-0.12,8.53,L,Cingulo-opercular,9,roi116.png,20.104,-37.806,#fbfbda
-50.14,-1.62,3.65,L,Cingulo-opercular,9,roi185.png,18.755,-51.107,#fbfbda
-37.48,-3.22,-11.01,L,Cingulo-opercular,9,roi111.png,18.691,-38.52,#fbfbda
-53.07,-3.26,11.58,L,Cingulo-opercular,9,roi169.png,16.375,-53.948,#fbfbda
-56.19,-3.49,-3.62,L,Cingulo-opercular,9,roi306.png,17.395,-57.168,#fbfbda
-29.7,-3.64,49.35,L,Cingulo-opercular,9,roi059.png,13.22,-30.312,#fbfbda
-4.89,-4.51,57.77,L,Cingulo-opercular,9,roi052.png,12.142,-5.431,#fbfbda
-8.18,-5.9,42.24,L,Cingulo-opercular,9,roi023.png,12.03,-8.801,#fbfbda
-29.35,-9.92,50.65,L,Cingulo-opercular,9,roi066.png,6.86,-29.826,#fbfbda
-57.19,-13.23,3.99,L,Cingulo-opercular,9,roi304.png,7.015,-57.918,#fbfbda
-49.49,-13.73,10.03,L,Cingulo-opercular,9,roi170.png,6.155,-50.167,#fbfbda
-36.19,-19.11,-0.51,L,Cingulo-opercular,9,roi110.png,1.983,-36.835,#fbfbda
-47.69,-20.6,7.89,L,Cingulo-opercular,9,roi305.png,-0.465,-48.244,#fbfbda
-54.39,-21.23,16.53,L,Cingulo-opercular,9,roi173.png,-1.979,-54.869,#fbfbda
-38.18,-23.68,5.9,L,Cingulo-opercular,9,roi299.png,-3.164,-38.687,#fbfbda
-48,-26.46,-6.19,L,Cingulo-opercular,9,roi310.png,-5.092,-48.533,#fbfbda
-47.29,-27.23,6.75,L,Cingulo-opercular,9,roi101.png,-6.962,-47.717,#fbfbda
-57.07,-30.86,22.86,L,Cingulo-opercular,9,roi171.png,-12.173,-57.309,#fbfbda
-33.34,-32.33,16.3,L,Cingulo-opercular,9,roi097.png,-12.577,-33.601,#fbfbda
-11.56,-32.76,47.55,L,Cingulo-opercular,9,roi044.png,-15.252,-11.599,#fbfbda
-46.13,-33.06,-2.03,L,Cingulo-opercular,9,roi099.png,-11.987,-46.501,#fbfbda
-55.6,-33.17,11.07,L,Cingulo-opercular,9,roi100.png,-13.425,-55.875,#fbfbda
-53.31,-33.37,1.67,L,Cingulo-opercular,9,roi108.png,-12.764,-53.647,#fbfbda
-45.94,-33.81,20.06,L,Cingulo-opercular,9,roi172.png,-14.638,-46.141,#fbfbda
-36.43,-35.9,13.17,L,Cingulo-opercular,9,roi096.png,-15.927,-36.639,#fbfbda
-50.65,-36.77,5.88,L,Cingulo-opercular,9,roi107.png,-16.459,-50.889,#fbfbda
-41.5,-38.79,24.08,L,Cingulo-opercular,9,roi095.png,-19.853,-41.574,#fbfbda
-50.3,-40.08,16.74,L,Cingulo-opercular,9,roi109.png,-20.687,-50.397,#fbfbda
-5.17,-43.16,57.54,L,Cingulo-opercular,9,roi141.png,-26.342,-4.93,#fbfbda
-13.44,-43.64,60.63,L,Cingulo-opercular,9,roi037.png,-27.258,-13.167,#fbfbda
-22.67,-44.12,64.61,L,Cingulo-opercular,9,roi071.png,-28.272,-22.357,#fbfbda
-51.74,-44.77,31.65,L,Cingulo-opercular,9,roi094.png,-26.677,-51.637,#fbfbda
-50.52,-47.68,-18.73,L,Cingulo-opercular,9,roi234.png,-25.197,-50.71,#fbfbda
-51.87,-49.31,36.72,L,Cingulo-opercular,9,roi093.png,-31.639,-51.64,#fbfbda
-45,-49.34,14.59,L,Cingulo-opercular,9,roi102.png,-29.615,-44.925,#fbfbda
-53.19,-49.68,15.31,L,Cingulo-opercular,9,roi104.png,-30.186,-53.101,#fbfbda
-13.88,-50.52,60.37,L,Cingulo-opercular,9,roi136.png,-34.098,-13.469,#fbfbda
-18.15,-53.39,58.92,L,Cingulo-opercular,9,roi126.png,-36.92,-17.69,#fbfbda
-54.17,-54.4,22.39,L,Cingulo-opercular,9,roi105.png,-35.519,-53.936,#fbfbda
-49.06,-60.78,-3.92,L,Cingulo-opercular,9,roi162.png,-39.495,-48.882,#fbfbda
-17.27,-62.46,53.34,L,Cingulo-opercular,9,roi127.png,-45.454,-16.666,#fbfbda
-39.4,-62.98,7.89,L,Cingulo-opercular,9,roi163.png,-42.505,-39.097,#fbfbda
-46.28,-67.62,2.49,L,Cingulo-opercular,9,roi159.png,-46.804,-45.919,#fbfbda
-35.93,-81.7,23.92,L,Cingulo-opercular,9,roi166.png,-62.464,-35.137,#fbfbda
-11.95,42.92,7.33,L,Salience,8,roi281.png,63.595,-13.802,#822082
-4.27,34.3,-0.45,L,Salience,8,roi278.png,55.84,-6.004,#822082
-6.65,32.09,12.33,L,Salience,8,roi029.png,52.486,-8.249,#822082
-8.38,26.34,21.77,L,Salience,8,roi028.png,45.907,-9.797,#822082
-35.21,11.02,-6.26,L,Salience,8,roi122.png,32.511,-36.506,#822082
-26.97,32.06,46.46,L,Frontal-Parietal-Other,11,roi294.png,49.085,-28.326,#000000
-13.59,1.68,60.09,L,Frontal-Parietal-Other,11,roi070.png,17.926,-14.239,#000000
-4.62,-49.26,58.69,L,Frontal-Parietal-Other,11,roi140.png,-32.505,-4.248,#000000
-31.04,-82.86,32.21,L,Frontal-Parietal-Other,11,roi145.png,-64.234,-30.167,#000000
-12.83,58.43,18.82,L,Frontal-Parietal,3,roi284.png,78.032,-14.916,#FFFB00
-29.64,55.09,4.27,L,Frontal-Parietal,3,roi191.png,75.613,-31.756,#FFFB00
-21.27,53.67,0.4,L,Frontal-Parietal,3,roi192.png,74.707,-23.386,#FFFB00
-24.3,53.5,19.99,L,Frontal-Parietal,3,roi283.png,72.782,-26.275,#FFFB00
-27.37,51.96,-7.58,L,Frontal-Parietal,3,roi203.png,73.566,-29.506,#FFFB00
-36.65,48.85,3.03,L,Frontal-Parietal,3,roi118.png,69.359,-38.647,#FFFB00
-13.87,48.66,37.45,L,Frontal-Parietal,3,roi287.png,66.67,-15.628,#FFFB00
-36.73,48.33,19.24,L,Frontal-Parietal,3,roi276.png,67.439,-38.603,#FFFB00
-16.7,47.25,-13.56,L,Frontal-Parietal,3,roi208.png,69.613,-18.785,#FFFB00
-13.6,44.02,40.49,L,Frontal-Parietal,3,roi273.png,61.791,-15.243,#FFFB00
-42.37,43.5,-6.67,L,Frontal-Parietal,3,roi199.png,64.749,-44.325,#FFFB00
-39.13,39.25,17.98,L,Frontal-Parietal,3,roi180.png,58.454,-40.827,#FFFB00
-22.46,39,37.39,L,Frontal-Parietal,3,roi274.png,56.875,-24.021,#FFFB00
-8.58,36.25,27.37,L,Frontal-Parietal,3,roi288.png,55.29,-10.158,#FFFB00
-38.03,34.19,-8.62,L,Frontal-Parietal,3,roi200.png,55.735,-39.811,#FFFB00
-45.7,32.2,19.14,L,Frontal-Parietal,3,roi179.png,51.195,-47.245,#FFFB00
-21.66,31.82,-15.8,L,Frontal-Parietal,3,roi206.png,54.335,-23.447,#FFFB00
-6.72,30.17,36.35,L,Frontal-Parietal,3,roi027.png,48.497,-8.113,#FFFB00
-42.96,25.64,24.9,L,Frontal-Parietal,3,roi186.png,44.221,-44.333,#FFFB00
-14.66,24.08,54.88,L,Frontal-Parietal,3,roi290.png,40.665,-15.798,#FFFB00
-6.05,24.02,-9.92,L,Frontal-Parietal,3,roi196.png,46.382,-7.641,#FFFB00
-24.39,22.42,-14.15,L,Frontal-Parietal,3,roi204.png,44.773,-25.974,#FFFB00
-6.64,22.26,45.25,L,Frontal-Parietal,3,roi026.png,39.851,-7.81,#FFFB00
-33.32,22.05,46.04,L,Frontal-Parietal,3,roi296.png,39.019,-34.475,#FFFB00
-36.23,20.62,31.21,L,Frontal-Parietal,3,roi178.png,38.815,-37.458,#FFFB00
-32.03,20.24,-0.53,L,Frontal-Parietal,3,roi123.png,41.266,-33.473,#FFFB00
-14.14,15.84,61.26,L,Frontal-Parietal,3,roi062.png,31.917,-15.067,#FFFB00
-32.93,11.2,52.41,L,Frontal-Parietal,3,roi295.png,27.67,-33.82,#FFFB00
-19.4,8.79,58.45,L,Frontal-Parietal,3,roi061.png,25.029,-20.203,#FFFB00
-49.34,5.46,28.77,L,Frontal-Parietal,3,roi187.png,23.654,-50.275,#FFFB00
-39.27,4.54,42.07,L,Frontal-Parietal,3,roi175.png,21.797,-40.096,#FFFB00
-38.41,2.26,29.37,L,Frontal-Parietal,3,roi189.png,20.641,-39.279,#FFFB00
-35.03,2.08,33.13,L,Frontal-Parietal,3,roi176.png,20.208,-35.87,#FFFB00
-43.34,-2.85,-28.34,L,Frontal-Parietal,3,roi217.png,20.435,-44.507,#FFFB00
-54.63,-26.78,-12.83,L,Frontal-Parietal,3,roi214.png,-4.975,-55.201,#FFFB00
-62.07,-31.07,-14.58,L,Frontal-Parietal,3,roi232.png,-9.252,-62.565,#FFFB00
-4.68,-34.14,37.37,L,Frontal-Parietal,3,roi020.png,-15.605,-4.763,#FFFB00
-61.94,-34.83,-6.05,L,Frontal-Parietal,3,roi098.png,-13.731,-62.299,#FFFB00
-38.42,-43.72,38.02,L,Frontal-Parietal,3,roi075.png,-25.904,-38.297,#FFFB00
-61.32,-44.27,-12.86,L,Frontal-Parietal,3,roi230.png,-22.533,-61.536,#FFFB00
-56.73,-46.75,-4.36,L,Frontal-Parietal,3,roi006.png,-25.642,-56.837,#FFFB00
-44.93,-50.69,38.62,L,Frontal-Parietal,3,roi076.png,-33.034,-44.66,#FFFB00
-58.92,-53.45,-0.84,L,Frontal-Parietal,3,roi161.png,-32.665,-58.866,#FFFB00
-41.13,-55.38,26.63,L,Frontal-Parietal,3,roi088.png,-36.59,-40.85,#FFFB00
-41,-55.85,44.33,L,Frontal-Parietal,3,roi148.png,-38.585,-40.587,#FFFB00
-7.26,-60.87,53.97,L,Frontal-Parietal,3,roi137.png,-43.717,-6.686,#FFFB00
-53.63,-61.06,-12.81,L,Frontal-Parietal,3,roi160.png,-39.101,-53.507,#FFFB00
-42.93,-61.95,34.03,L,Frontal-Parietal,3,roi089.png,-43.811,-42.465,#FFFB00
-24.39,-63.82,48.17,L,Frontal-Parietal,3,roi152.png,-46.51,-23.792,#FFFB00
-44.19,-63.99,41.25,L,Frontal-Parietal,3,roi147.png,-46.493,-43.633,#FFFB00
-27.97,-66.61,44.06,L,Frontal-Parietal,3,roi149.png,-49.008,-27.344,#FFFB00
-34.48,-73.22,44.52,L,Frontal-Parietal,3,roi146.png,-55.767,-33.715,#FFFB00
-27.63,41.49,17.34,L,Ventral-Attention-Language,7,roi279.png,60.98,-29.38,#007d7d
-8.1,40.5,47,L,Ventral-Attention-Language,7,roi271.png,57.837,-9.627,#007d7d
-45.63,30.47,-4.41,L,Ventral-Attention-Language,7,roi119.png,51.508,-47.304,#007d7d
-6.85,28.7,55.47,L,Ventral-Attention-Language,7,roi025.png,45.378,-8.08,#007d7d
-46.49,23.55,15.84,L,Ventral-Attention-Language,7,roi182.png,42.848,-47.883,#007d7d
-51.45,22.58,3.28,L,Ventral-Attention-Language,7,roi125.png,42.864,-52.909,#007d7d
-42.43,18.62,38.52,L,Ventral-Attention-Language,7,roi297.png,36.063,-43.565,#007d7d
-49.11,17.11,11.88,L,Ventral-Attention-Language,7,roi113.png,36.721,-50.399,#007d7d
-52.31,13.04,15.69,L,Ventral-Attention-Language,7,roi183.png,32.272,-53.489,#007d7d
-43.13,11.59,1.78,L,Ventral-Attention-Language,7,roi181.png,32.22,-44.379,#007d7d
-6.82,10.38,54.63,L,Ventral-Attention-Language,7,roi003.png,27.204,-7.684,#007d7d
-49.93,5.16,-14.82,L,Ventral-Attention-Language,7,roi302.png,27.108,-51.163,#007d7d
-41.18,-2.01,47.14,L,Ventral-Attention-Language,7,roi058.png,14.796,-41.838,#007d7d
-53.98,-18.25,-3.48,L,Ventral-Attention-Language,7,roi307.png,2.727,-54.659,#007d7d
-60.23,-18.72,-22.61,L,Ventral-Attention-Language,7,roi227.png,3.781,-61.031,#007d7d
-48.8,-20.84,-7.27,L,Ventral-Attention-Language,7,roi309.png,0.582,-49.454,#007d7d
-44.85,-43.71,7.33,L,Ventral-Attention-Language,7,roi103.png,-23.377,-44.94,#007d7d
-59.53,-43.85,20.36,L,Ventral-Attention-Language,7,roi106.png,-24.947,-59.523,#007d7d
-56.87,-44.88,6.7,L,Ventral-Attention-Language,7,roi092.png,-24.737,-56.938,#007d7d
-52.49,-60.65,9.47,L,Ventral-Attention-Language,7,roi165.png,-40.593,-52.22,#007d7d
-14.55,58.84,8.19,L,Default,1,roi280.png,79.323,-16.718,#ff2700
-7.87,52.47,13.53,L,Default,1,roi285.png,72.656,-9.873,#ff2700
-5.48,52.33,-0.02,L,Default,1,roi194.png,73.737,-7.576,#ff2700
-5.19,48.42,-14.09,L,Default,1,roi211.png,71.064,-7.305,#ff2700
-7.09,47.69,24.43,L,Default,1,roi286.png,66.969,-8.921,#ff2700
-20.78,46.84,29.97,L,Default,1,roi275.png,65.36,-22.552,#ff2700
-5.78,41.72,8.6,L,Default,1,roi282.png,62.418,-7.601,#ff2700
-10.16,35.21,-2.28,L,Default,1,roi277.png,56.782,-11.924,#ff2700
-5.45,32.79,-13.41,L,Default,1,roi195.png,55.431,-7.243,#ff2700
-16.28,32.34,43.26,L,Default,1,roi272.png,49.863,-17.666,#ff2700
-32.71,28.61,-11.21,L,Default,1,roi201.png,50.511,-34.397,#ff2700
-41.25,23.89,-9.57,L,Default,1,roi124.png,45.491,-42.828,#ff2700
-36.82,18.35,-11.01,L,Default,1,roi120.png,40.189,-38.297,#ff2700
-21.49,16.91,45.14,L,Default,1,roi291.png,34.223,-22.549,#ff2700
-39.94,12.41,35.63,L,Default,1,roi177.png,30.179,-40.97,#ff2700
-29.63,11.57,-12.45,L,Default,1,roi121.png,33.71,-30.981,#ff2700
-31.29,8.74,-32.44,L,Default,1,roi226.png,32.583,-32.723,#ff2700
-40.02,6.15,-30.74,L,Default,1,roi218.png,29.675,-41.387,#ff2700
-20.1,-2.42,53.53,L,Default,1,roi060.png,14.273,-20.71,#ff2700
-50.85,-8.38,-23.24,L,Default,1,roi216.png,14.33,-51.867,#ff2700
-53.44,-9.06,-13.13,L,Default,1,roi308.png,12.725,-54.373,#ff2700
-59.84,-15.35,-11,L,Default,1,roi215.png,6.143,-60.629,#ff2700
-37.01,-30.14,-16.36,L,Default,1,roi240.png,-7.651,-37.542,#ff2700
-2.38,-40.01,30.22,L,Default,1,roi001.png,-20.786,-2.395,#ff2700
-8.56,-46.21,39.05,L,Default,1,roi035.png,-27.853,-8.386,#ff2700
-5.16,-50.5,26.44,L,Default,1,roi010.png,-30.966,-4.988,#ff2700
-5.47,-53.84,46.4,L,Default,1,roi142.png,-36.023,-5.091,#ff2700
-46.78,-62.33,17.88,L,Default,1,roi091.png,-42.874,-46.419,#ff2700
-8.45,-62.68,29.71,L,Default,1,roi144.png,-43.448,-8.008,#ff2700
-36.06,-68.57,27.43,L,Default,1,roi167.png,-49.692,-35.508,#ff2700
-45.84,-69.13,23.79,L,Default,1,roi090.png,-50.139,-45.3,#ff2700
-25.63,-73.59,29.72,L,Default,1,roi151.png,-54.673,-24.963,#ff2700
